date,season_type,neutral,team_1,team_2,points_1,points_2,moneyline_1,moneyline_2,game_url
11 Oct 2014,Regular,0,Boston Bruins,Washington Capitals,0,4,-166.0,142.0,https://www.oddsportal.com/hockey/usa/nhl-2014-2015/boston-bruins-washington-capitals-jFYhu1IQ/
11 Oct 2014,Regular,0,Columbus Blue Jackets,New York Rangers,5,2,-116.0,101.0,https://www.oddsportal.com/hockey/usa/nhl-2014-2015/columbus-blue-jackets-new-york-rangers-6mzQXIA0/
11 Oct 2014,Regular,0,Detroit Red Wings,Anaheim Ducks,2,3,-113.0,-102.0,https://www.oddsportal.com/hockey/usa/nhl-2014-2015/detroit-red-wings-anaheim-ducks-hOKKzLQs/
11 Oct 2014,Regular,0,Florida Panthers,New Jersey Devils,1,5,102.0,-118.0,https://www.oddsportal.com/hockey/usa/nhl-2014-2015/florida-panthers-new-jersey-devils-YZyIZvtl/
11 Oct 2014,Regular,0,New York Islanders,Carolina Hurricanes,4,3,-182.0,155.0,https://www.oddsportal.com/hockey/usa/nhl-2014-2015/new-york-islanders-carolina-hurricanes-CQzMYbef/
11 Oct 2014,Regular,0,Toronto Maple Leafs,Pittsburgh Penguins,2,5,123.0,-144.0,https://www.oddsportal.com/hockey/usa/nhl-2014-2015/toronto-maple-leafs-pittsburgh-penguins-6cZWjSiJ/
11 Oct 2014,Regular,0,Philadelphia Flyers,Montreal Canadiens,3,4,-106.0,-109.0,https://www.oddsportal.com/hockey/usa/nhl-2014-2015/philadelphia-flyers-montreal-canadiens-pSzqbqan/
11 Oct 2014,Regular,0,St. Louis Blues,Calgary Flames,4,1,-230.0,195.0,https://www.oddsportal.com/hockey/usa/nhl-2014-2015/st-louis-blues-calgary-flames-hhzmc3Eh/
11 Oct 2014,Regular,0,Tampa Bay Lightning,Ottawa Senators,2,3,-193.0,164.0,https://www.oddsportal.com/hockey/usa/nhl-2014-2015/tampa-bay-lightning-ottawa-senators-6yxuaPqt/
10 Oct 2014,Regular,0,Carolina Hurricanes,New York Islanders,3,5,111.0,-128.0,https://www.oddsportal.com/hockey/usa/nhl-2014-2015/carolina-hurricanes-new-york-islanders-dhZlts3K/
09 Oct 2014,Regular,0,Arizona Coyotes,Winnipeg Jets,2,6,-147.0,126.0,https://www.oddsportal.com/hockey/usa/nhl-2014-2015/arizona-coyotes-winnipeg-jets-hfVSi8xD/
09 Oct 2014,Regular,0,Edmonton Oilers,Calgary Flames,2,5,-147.0,126.0,https://www.oddsportal.com/hockey/usa/nhl-2014-2015/edmonton-oilers-calgary-flames-bXVOhlN6/
09 Oct 2014,Regular,0,Minnesota Wild,Colorado Avalanche,5,0,-131.0,112.0,https://www.oddsportal.com/hockey/usa/nhl-2014-2015/minnesota-wild-colorado-avalanche-rkVpsNmE/
09 Oct 2014,Regular,0,Dallas Stars,Chicago Blackhawks,2,3,103.0,-119.0,https://www.oddsportal.com/hockey/usa/nhl-2014-2015/dallas-stars-chicago-blackhawks-tpi2IwBD/
